age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score
21,Male,12th,5.3,1,174,ChatGPT+Gemini,Unknown,4,45,105,10,4,8.5,36.0,5.0,1.8,4.7,6,62.1
24,Female,2nd Year,5.4,0,24,Gemini,Unknown,10,56,34,9,9,8.2,-15.0,4.9,2.1,0.4,6,60.6
14,Female,2nd Year,2.9,1,55,Claude,Coding,5,36,31,1,1,6.1,19.5,4.6,1.4,1.0,8,39.8
19,Male,11th,3.3,1,155,Copilot,Exam Prep,4,26,54,5,2,4.4,18.9,4.6,2.9,0.0,3,72.9
21,Female,1st Year,2.8,1,160,ChatGPT+Gemini,Unknown,4,81,10,9,10,8.2,-12.8,5.2,0.5,0.1,9,78.6
18,Female,12th,3.0,0,3,Unknown,Exam Prep,8,28,102,1,5,6.5,25.9,5.7,4.2,0.4,2,44.4
17,Male,12th,5.4,1,11,Claude,Notes,4,17,57,2,5,2.7,-3.7,7.1,1.7,4.4,6,57.2
15,Male,3rd Year,4.8,1,144,Unknown,Notes,3,3,94,7,5,3.2,21.5,7.7,3.1,0.3,5,77.4
19,Male,11th,1.2,1,35,ChatGPT+Gemini,Doubt Solving,2,83,93,10,8,6.5,-5.0,4.7,0.7,3.7,6,48.3
19,Female,1st Year,3.9,1,15,Claude,Notes,10,0,37,2,10,7.1,3.5,5.3,0.2,2.9,1,55.2
24,Female,11th,6.0,0,150,ChatGPT,Doubt Solving,1,23,45,9,2,2.0,-0.2,7.0,2.1,3.9,7,40.2
14,Male,10th,3.8,1,120,Unknown,Homework,5,41,19,9,10,8.6,16.2,7.8,4.0,4.2,7,53.9
22,Female,12th,4.8,0,136,Copilot,Exam Prep,4,59,103,10,9,5.5,17.3,8.1,2.7,2.1,2,50.1
24,Female,11th,4.7,1,77,Gemini,Doubt Solving,10,23,25,8,5,2.8,11.3,5.9,4.2,0.8,9,58.6
19,Female,11th,2.4,0,54,ChatGPT,Homework,9,55,10,2,7,6.1,-11.1,6.2,3.9,0.0,6,59.0
16,Female,3rd Year,2.5,1,72,ChatGPT+Gemini,Exam Prep,9,68,65,10,9,8.9,18.7,7.4,4.3,4.4,1,55.1
17,Female,10th,4.5,1,63,ChatGPT+Gemini,Coding,5,89,102,3,5,1.5,-5.7,5.4,5.1,2.7,5,69.4
24,Female,2nd Year,3.2,1,174,Copilot,Homework,5,17,80,3,4,3.0,5.7,4.4,1.6,2.6,10,59.0
17,Male,12th,3.6,1,89,Unknown,Coding,6,99,87,8,9,6.1,39.1,6.2,0.0,3.7,7,49.5
16,Female,3rd Year,4.4,0,137,Unknown,Notes,4,64,93,8,8,1.0,30.7,8.9,0.3,1.6,10,61.5
23,Female,11th,4.8,1,88,Copilot,Doubt Solving,6,9,36,6,3,2.6,-3.5,5.9,1.3,5.0,8,64.1
16,Male,12th,2.0,1,3,Copilot,Exam Prep,8,16,5,7,4,3.1,-6.9,5.5,0.7,2.8,4,46.4
16,Female,2nd Year,1.3,1,29,ChatGPT+Gemini,Notes,5,57,53,1,9,9.0,14.1,8.1,1.7,0.4,9,41.5
17,Female,11th,2.1,0,138,ChatGPT+Gemini,Homework,8,34,112,8,1,5.7,-14.8,8.6,3.6,0.9,5,49.9
20,Female,10th,3.3,0,50,Gemini,Notes,8,3,86,7,7,6.7,8.8,7.9,4.6,1.5,3,68.6
17,Male,12th,2.4,0,146,Copilot,Coding,3,43,46,5,10,1.0,7.3,6.6,0.9,0.8,1,83.4
22,Male,3rd Year,3.6,1,140,Claude,Coding,6,90,98,5,3,4.5,39.6,8.4,3.5,4.5,9,52.1
14,Female,10th,0.8,0,130,Gemini,Unknown,1,74,113,2,10,5.0,-18.1,6.9,5.4,2.3,3,77.0
21,Female,2nd Year,3.3,1,111,Claude,Doubt Solving,5,66,46,1,7,8.5,32.6,5.5,4.5,2.1,10,76.1
20,Male,2nd Year,2.5,1,77,ChatGPT,Notes,7,27,118,9,9,2.8,36.1,8.7,0.9,3.8,3,71.8
15,Female,12th,3.4,1,165,Copilot,Unknown,5,10,25,10,10,1.6,18.9,7.3,3.9,4.1,7,75.5
21,Female,2nd Year,2.8,0,26,Gemini,Exam Prep,3,2,24,3,1,8.4,12.4,4.7,2.9,1.3,3,45.6
14,Male,1st Year,2.1,1,87,Unknown,Coding,2,99,35,5,4,2.9,-11.4,5.7,1.5,0.2,6,52.3
24,Male,3rd Year,5.5,1,137,Gemini,Homework,2,2,118,8,3,7.2,21.0,7.3,3.2,0.7,5,59.3
22,Male,12th,1.5,1,117,ChatGPT,Notes,9,24,20,7,6,1.8,24.7,8.2,1.0,4.3,9,63.1
22,Female,1st Year,4.2,1,154,ChatGPT,Exam Prep,2,75,105,7,4,7.1,21.4,8.9,1.9,2.1,8,61.9
15,Male,2nd Year,5.6,0,6,ChatGPT,Exam Prep,7,11,57,10,5,4.8,-15.2,5.0,2.2,1.1,2,52.7
20,Male,12th,3.5,1,114,Gemini,Exam Prep,9,48,42,10,5,9.4,27.2,8.0,2.0,4.9,2,52.3
23,Male,1st Year,5.3,0,91,ChatGPT+Gemini,Exam Prep,3,55,22,10,3,2.8,-6.3,4.6,0.5,1.1,1,61.5
16,Male,2nd Year,1.2,1,89,Claude,Unknown,7,52,64,4,7,1.6,-4.3,7.4,2.5,4.0,1,67.2
20,Male,11th,3.2,1,81,Unknown,Coding,1,95,58,10,6,5.8,3.5,4.5,5.1,5.0,1,50.1
23,Male,11th,3.0,0,12,Unknown,Doubt Solving,6,9,60,4,9,9.3,19.7,6.8,5.0,0.7,6,33.2
22,Female,10th,0.5,1,71,Claude,Notes,2,18,73,10,5,2.8,13.9,6.6,2.5,3.4,7,58.3
17,Female,11th,2.9,1,90,Unknown,Coding,10,46,88,6,3,8.5,22.2,8.5,0.1,4.2,9,57.3
14,Male,1st Year,2.5,1,141,ChatGPT,Doubt Solving,1,53,85,10,5,4.1,19.5,6.7,3.5,4.6,1,38.9
15,Male,3rd Year,4.2,0,104,Unknown,Exam Prep,5,6,110,4,10,1.9,22.1,7.6,3.6,1.5,4,66.8
14,Other,11th,5.7,0,43,ChatGPT+Gemini,Homework,6,87,71,7,9,6.3,-2.1,8.3,5.1,0.4,7,67.1
18,Male,12th,1.0,1,83,ChatGPT+Gemini,Exam Prep,2,38,104,2,5,5.7,21.1,4.7,5.0,0.2,7,65.5
18,Male,12th,2.3,0,27,ChatGPT,Doubt Solving,4,31,63,7,7,8.5,27.8,4.6,4.6,1.8,3,65.9
24,Male,12th,2.9,1,22,Copilot,Doubt Solving,3,22,32,3,1,1.9,-16.7,4.6,5.1,0.8,5,44.3
20,Male,11th,3.0,0,11,Gemini,Homework,1,49,116,8,7,6.8,36.5,5.6,1.5,1.8,8,66.3
22,Female,11th,4.8,0,151,Copilot,Unknown,1,18,75,5,4,6.6,-17.1,5.9,3.4,4.5,5,73.9
22,Male,10th,2.9,1,50,ChatGPT+Gemini,Coding,3,66,47,9,5,10.0,25.3,4.2,5.6,1.2,2,51.2
16,Female,3rd Year,0.6,1,107,ChatGPT,Unknown,2,24,38,4,8,4.0,18.7,5.2,3.2,2.9,8,72.2
16,Male,3rd Year,4.4,1,149,Gemini,Homework,2,24,11,5,8,1.4,-0.9,4.0,5.3,4.9,2,67.5
16,Male,2nd Year,5.4,1,61,Claude,Exam Prep,10,5,75,1,5,4.7,8.7,5.0,5.4,1.9,2,53.7
17,Female,10th,3.3,1,25,Unknown,Notes,5,96,10,3,2,5.2,35.1,6.0,0.4,1.1,6,57.6
21,Male,1st Year,3.7,1,57,ChatGPT+Gemini,Coding,5,96,47,4,6,4.3,31.2,7.8,5.5,4.7,10,30.3
19,Female,12th,1.4,1,142,Gemini,Notes,7,14,7,9,6,6.7,1.9,9.0,0.6,2.9,9,51.3
21,Male,11th,1.7,1,67,Gemini,Notes,5,62,50,8,1,3.4,3.3,5.0,2.4,0.3,5,32.9
14,Female,2nd Year,1.8,1,5,Copilot,Coding,3,19,7,2,5,2.6,-7.1,7.5,4.5,0.6,2,63.7
21,Male,2nd Year,2.9,1,110,Claude,Exam Prep,10,42,100,6,4,5.1,5.3,5.8,0.4,2.9,7,59.5
17,Female,11th,5.6,1,129,Copilot,Unknown,6,95,112,4,1,7.5,19.3,8.2,2.4,2.4,7,29.3
24,Male,10th,3.4,0,158,Copilot,Doubt Solving,3,87,79,5,8,9.0,7.1,5.7,1.4,2.2,5,55.7
14,Female,2nd Year,1.6,0,23,Copilot,Exam Prep,8,66,99,10,8,7.0,23.5,5.5,4.2,2.7,5,67.1
21,Male,3rd Year,2.0,0,34,Copilot,Unknown,6,3,81,9,2,4.4,28.4,6.7,5.2,1.8,6,34.0
17,Female,10th,2.6,0,46,ChatGPT+Gemini,Doubt Solving,7,5,107,4,10,7.7,-0.8,9.0,4.6,4.2,5,65.4
19,Male,11th,3.9,0,30,Claude,Doubt Solving,3,58,84,5,9,2.7,19.5,5.8,3.3,4.7,9,70.2
21,Female,10th,2.9,1,88,Copilot,Coding,7,51,67,7,3,7.8,12.6,5.0,5.1,1.6,5,41.5
17,Male,3rd Year,2.7,1,75,ChatGPT+Gemini,Coding,9,18,113,7,3,5.3,-13.8,7.5,5.1,3.4,8,73.8
16,Male,12th,3.6,0,117,Unknown,Homework,8,25,70,6,4,3.4,-2.6,8.5,3.0,1.9,4,58.0
22,Female,11th,1.8,1,129,ChatGPT+Gemini,Unknown,2,47,97,3,7,7.2,-12.7,8.2,5.1,0.8,9,64.9
16,Male,3rd Year,0.9,1,103,Gemini,Notes,10,88,97,1,2,4.7,28.2,8.4,5.4,1.0,6,24.8
22,Male,11th,0.6,1,58,Gemini,Notes,10,54,108,9,10,6.6,22.0,4.2,0.1,1.2,3,84.0
15,Female,3rd Year,1.9,1,95,ChatGPT,Notes,2,88,35,6,2,7.0,28.2,4.4,5.3,2.5,8,24.6
15,Other,3rd Year,1.0,1,62,ChatGPT+Gemini,Notes,7,58,100,3,9,4.5,18.5,8.0,0.3,1.3,8,62.7
15,Male,2nd Year,2.3,0,144,ChatGPT,Homework,10,73,29,1,4,9.9,11.1,6.1,1.8,2.6,10,47.4
19,Female,2nd Year,4.8,0,53,ChatGPT+Gemini,Doubt Solving,4,37,89,6,7,5.1,8.5,6.3,3.3,0.0,1,54.3
16,Female,2nd Year,4.4,0,124,Copilot,Homework,9,83,11,3,9,9.9,0.2,6.0,1.5,1.6,8,64.8
22,Male,12th,3.9,1,148,Copilot,Unknown,6,4,74,1,7,3.1,32.5,4.8,5.3,2.0,3,68.6
17,Female,12th,5.2,1,21,ChatGPT,Coding,9,41,28,5,5,2.5,8.0,8.7,4.7,3.1,5,50.4
14,Female,3rd Year,2.1,0,124,Copilot,Exam Prep,3,34,2,1,1,6.7,-7.1,7.7,2.9,0.2,1,31.6
17,Other,1st Year,5.4,0,96,Copilot,Doubt Solving,6,68,61,3,9,5.9,24.8,5.6,5.0,4.6,10,71.5
14,Male,11th,2.7,1,115,Gemini,Doubt Solving,6,98,10,3,8,5.9,0.2,7.0,4.9,1.6,5,69.6
18,Female,2nd Year,2.7,1,28,Copilot,Homework,8,2,72,6,5,10.0,-6.6,6.6,2.0,2.5,2,38.2
17,Male,11th,2.7,1,148,Gemini,Coding,7,40,89,4,9,1.0,27.5,6.4,0.4,3.5,6,62.3
21,Male,3rd Year,1.0,1,1,Claude,Coding,3,31,117,8,8,5.1,6.8,8.8,3.6,1.8,6,72.4
21,Male,10th,5.9,1,41,ChatGPT+Gemini,Unknown,1,35,58,3,4,3.8,-7.8,6.3,4.7,3.1,2,60.2
20,Other,3rd Year,1.3,0,51,Gemini,Doubt Solving,2,29,71,8,2,4.9,20.3,7.1,5.6,2.5,4,57.2
16,Female,12th,2.4,1,37,Unknown,Homework,10,38,84,7,9,9.4,29.0,5.3,0.2,2.4,7,56.3
14,Female,1st Year,2.3,0,130,Unknown,Notes,2,92,71,2,9,8.3,4.0,5.8,2.4,0.9,8,60.4
14,Female,10th,0.9,1,152,Gemini,Doubt Solving,1,89,41,8,7,2.8,-6.0,6.9,4.1,2.0,9,73.3
24,Male,11th,1.3,1,76,Gemini,Notes,4,88,5,1,8,7.3,-18.5,8.6,2.7,1.0,1,61.2
16,Male,12th,0.7,0,142,Unknown,Exam Prep,6,59,54,9,4,6.2,32.1,8.9,1.3,4.0,7,43.5
19,Male,2nd Year,2.1,1,104,ChatGPT+Gemini,Coding,4,55,81,7,10,4.7,6.9,8.0,3.6,0.7,7,73.3
20,Male,10th,5.3,1,9,ChatGPT+Gemini,Doubt Solving,4,75,5,6,4,4.1,33.3,8.1,5.3,0.2,4,65.6
19,Female,12th,2.4,0,119,ChatGPT+Gemini,Exam Prep,9,81,20,8,1,6.4,22.3,4.6,5.7,2.0,9,45.6
19,Female,11th,1.2,0,126,Unknown,Notes,2,57,43,9,9,5.2,9.7,8.5,6.0,0.1,3,61.7
19,Male,3rd Year,4.1,0,113,Copilot,Doubt Solving,1,25,111,8,10,5.9,21.9,8.7,2.3,1.8,9,57.3
16,Male,11th,6.0,1,68,Gemini,Exam Prep,7,78,119,6,9,8.0,-1.3,5.2,1.2,3.9,6,60.0
19,Male,10th,1.8,1,108,ChatGPT+Gemini,Doubt Solving,5,4,116,4,5,9.7,-8.2,6.5,4.8,4.0,4,44.3
21,Male,10th,2.0,1,43,Claude,Exam Prep,5,55,47,9,7,4.7,-11.0,6.0,4.1,1.9,8,82.5
24,Female,3rd Year,5.8,1,168,Unknown,Exam Prep,2,32,86,8,3,4.8,35.0,7.7,4.5,3.1,2,43.0
24,Female,10th,1.5,1,19,ChatGPT+Gemini,Notes,6,8,35,8,8,8.6,24.7,4.8,2.2,3.1,8,70.6
15,Female,1st Year,3.3,1,106,ChatGPT,Coding,5,31,81,3,9,2.2,36.2,7.7,1.3,2.2,1,80.4
18,Male,2nd Year,1.8,1,164,ChatGPT,Homework,5,76,90,10,8,8.2,25.8,8.2,4.7,2.7,3,59.2
14,Male,12th,5.6,1,166,Gemini,Exam Prep,6,27,44,9,5,4.5,3.2,4.6,2.7,3.1,3,45.9
14,Male,3rd Year,5.9,1,118,Gemini,Coding,2,22,2,7,6,4.7,36.3,5.2,4.1,2.2,8,66.3
18,Female,11th,5.0,0,108,Gemini,Unknown,5,87,58,1,3,3.7,15.3,4.6,5.2,4.7,7,46.3
16,Female,11th,2.2,0,7,Copilot,Homework,1,94,11,2,3,2.1,36.1,8.0,2.1,4.3,1,44.6
17,Male,2nd Year,2.7,0,42,Unknown,Notes,8,68,83,2,7,7.7,-7.3,4.1,4.6,3.5,3,72.4
16,Female,10th,1.8,1,137,ChatGPT,Doubt Solving,1,61,18,1,9,9.1,2.4,8.5,2.7,2.8,2,52.5
14,Female,10th,5.4,1,40,ChatGPT,Coding,7,47,22,1,9,5.5,2.5,6.7,3.7,3.5,6,62.6
14,Female,11th,5.5,0,131,Gemini,Doubt Solving,6,65,4,4,2,2.7,-19.7,5.1,5.0,4.2,8,52.5
18,Female,2nd Year,2.8,1,131,Unknown,Doubt Solving,8,61,50,7,7,3.8,21.5,4.8,1.8,0.6,1,64.5
19,Female,11th,4.1,1,23,ChatGPT,Homework,5,93,18,6,8,1.8,33.9,4.8,5.0,0.6,7,59.2
16,Female,10th,1.4,1,20,ChatGPT,Unknown,6,68,11,7,1,8.5,35.1,5.3,1.2,1.9,7,43.2
22,Male,3rd Year,2.9,0,137,Copilot,Coding,4,55,91,8,10,5.7,27.8,4.4,2.5,4.7,7,68.2
18,Male,12th,4.0,1,45,Claude,Exam Prep,10,73,56,8,4,9.8,-4.7,8.0,1.7,0.7,3,52.8
21,Male,10th,2.6,0,120,Gemini,Unknown,10,35,36,3,9,8.0,3.1,5.4,0.1,2.6,2,76.4
14,Male,3rd Year,2.5,0,43,Claude,Homework,1,35,33,7,9,7.5,-0.1,4.1,0.1,1.1,1,77.7
18,Female,12th,0.5,1,99,Claude,Coding,7,55,79,6,5,4.9,7.0,8.0,1.2,0.8,2,55.0
16,Female,1st Year,4.9,1,32,Copilot,Exam Prep,2,6,62,8,7,4.1,7.4,6.9,3.9,4.4,4,52.7
14,Male,2nd Year,5.4,0,93,ChatGPT,Doubt Solving,1,92,116,3,6,3.5,33.4,4.2,3.2,3.5,10,65.3
17,Female,3rd Year,5.8,1,35,Gemini,Notes,1,31,3,9,4,9.9,-13.7,5.1,1.9,3.2,4,40.0
18,Male,1st Year,4.5,1,152,ChatGPT+Gemini,Notes,1,90,53,5,7,3.1,25.4,5.6,2.7,2.9,9,40.3
20,Male,10th,3.5,1,12,Claude,Homework,2,0,110,2,3,2.3,14.5,8.7,4.1,3.6,6,51.1
14,Male,2nd Year,2.0,1,166,Unknown,Unknown,1,57,105,4,1,5.2,21.3,6.1,5.3,3.8,8,42.7
16,Male,3rd Year,6.0,0,165,Claude,Exam Prep,4,19,53,7,2,5.7,33.6,7.5,1.6,1.9,3,33.7
15,Male,10th,3.7,1,157,Copilot,Exam Prep,10,33,5,1,7,2.6,36.5,7.9,5.3,2.0,6,58.8
22,Female,2nd Year,4.2,0,13,Claude,Notes,10,50,6,1,10,4.1,-19.4,6.6,2.5,1.0,2,67.7
23,Male,2nd Year,4.3,1,49,Claude,Exam Prep,7,35,33,9,4,3.6,31.2,4.5,2.0,4.3,8,52.5
19,Other,10th,5.1,0,67,Claude,Coding,10,25,67,3,7,7.7,-9.1,8.7,3.4,0.7,1,65.2
23,Male,10th,0.6,1,0,Copilot,Coding,3,86,14,1,8,5.4,-10.7,6.2,2.1,2.7,10,62.9
16,Male,3rd Year,1.7,0,2,ChatGPT,Notes,9,32,12,7,7,8.0,34.5,4.9,1.7,0.1,3,46.6
21,Male,2nd Year,4.2,1,177,Unknown,Doubt Solving,2,0,72,7,5,1.8,36.5,7.8,5.4,2.5,10,54.5
21,Female,3rd Year,5.4,1,163,Claude,Doubt Solving,2,66,36,2,1,3.8,3.8,8.4,2.4,4.3,6,49.7
15,Male,2nd Year,4.3,1,131,Gemini,Doubt Solving,7,49,80,8,6,3.7,-16.3,7.7,0.9,4.6,6,47.4
19,Female,3rd Year,2.8,0,170,Unknown,Notes,9,34,37,3,7,5.1,28.8,6.2,2.6,4.2,7,76.4
20,Female,10th,2.5,1,13,Claude,Homework,6,34,77,3,4,4.6,30.8,8.9,1.7,3.8,3,27.9
15,Female,10th,4.6,0,88,Claude,Exam Prep,1,58,100,5,3,3.3,-7.4,4.5,3.1,0.8,8,47.4
24,Female,11th,4.6,1,102,Gemini,Coding,6,76,30,2,6,8.4,39.0,4.7,3.9,3.0,7,59.4
23,Male,3rd Year,3.8,1,124,Copilot,Unknown,4,96,65,4,10,9.2,27.1,5.4,0.1,0.6,6,66.8
15,Male,11th,2.1,1,66,ChatGPT+Gemini,Coding,5,12,109,2,3,8.0,6.8,4.7,4.7,0.4,8,55.5
23,Male,11th,5.6,1,6,Gemini,Unknown,4,21,82,9,10,7.3,7.2,6.2,2.8,0.1,5,90.7
14,Female,1st Year,3.5,0,7,ChatGPT+Gemini,Homework,3,55,82,6,8,6.3,0.4,7.0,3.3,1.1,10,74.8
21,Male,2nd Year,4.8,0,43,ChatGPT,Exam Prep,2,4,59,1,5,4.0,24.6,5.5,0.8,3.7,10,77.9
14,Male,12th,1.7,1,134,ChatGPT,Doubt Solving,2,80,118,9,6,9.3,17.1,4.2,2.6,2.4,6,75.8
22,Other,1st Year,2.4,1,47,Claude,Unknown,10,42,12,8,3,6.8,26.8,6.8,3.0,0.8,6,54.0
24,Male,2nd Year,5.3,1,61,Unknown,Coding,4,73,20,2,1,9.0,12.2,6.8,0.2,1.2,3,52.4
19,Female,12th,0.8,1,24,Claude,Doubt Solving,3,54,94,3,1,5.1,-16.9,8.4,1.1,1.3,2,42.6
20,Female,11th,3.3,0,117,Copilot,Doubt Solving,6,90,43,7,5,4.7,32.5,4.5,2.2,4.1,7,54.0
23,Male,12th,3.1,1,112,ChatGPT+Gemini,Notes,10,14,27,4,5,1.7,7.1,5.9,1.1,1.4,10,52.2
20,Male,10th,4.6,1,145,ChatGPT,Notes,3,41,56,8,1,4.0,23.7,5.2,1.9,1.1,6,57.1
23,Male,10th,2.1,1,121,ChatGPT,Exam Prep,3,8,0,1,6,4.5,-4.9,4.5,5.3,2.1,2,74.6
16,Female,3rd Year,1.7,1,3,Claude,Coding,4,70,98,10,9,5.4,-4.6,5.5,3.7,4.4,4,82.7
15,Female,2nd Year,5.6,1,144,Claude,Notes,5,56,9,4,4,5.3,1.9,8.0,3.3,3.7,3,77.2
22,Female,1st Year,3.6,1,46,Copilot,Exam Prep,9,9,7,1,8,9.3,0.6,5.2,5.1,3.3,3,69.1
21,Female,11th,1.1,1,117,Claude,Homework,5,63,76,7,7,5.6,-3.2,8.6,1.4,4.6,8,36.9
23,Female,2nd Year,1.6,1,44,Unknown,Doubt Solving,1,40,62,9,6,8.6,-0.8,7.5,5.9,4.0,2,67.5
20,Male,11th,6.0,0,88,Claude,Coding,9,12,82,1,2,2.2,-11.6,4.5,1.3,1.7,7,60.4
22,Male,10th,1.6,0,2,Unknown,Coding,2,15,66,8,9,6.1,-19.2,5.1,3.0,0.3,2,65.1
17,Female,1st Year,3.9,0,139,Unknown,Exam Prep,4,97,119,10,10,5.8,38.6,4.2,5.8,0.5,7,46.9
17,Male,1st Year,2.8,1,144,Copilot,Notes,10,71,66,6,6,2.4,-15.5,4.6,2.0,1.9,9,31.8
14,Male,10th,5.4,1,117,Claude,Doubt Solving,6,59,26,6,10,3.2,1.2,7.6,1.0,1.8,9,53.7
21,Female,12th,4.7,1,21,Unknown,Doubt Solving,9,30,17,8,1,5.5,30.1,4.8,2.4,4.2,4,43.1
16,Male,1st Year,3.8,1,38,Unknown,Coding,2,54,34,1,10,5.7,-19.8,5.5,1.4,4.9,5,55.2
20,Female,12th,0.6,0,38,Claude,Coding,9,91,43,9,5,9.1,26.8,7.4,4.5,4.8,8,63.6
15,Female,11th,5.3,1,106,Claude,Doubt Solving,9,70,97,6,6,2.5,5.2,7.2,5.5,3.3,10,52.3
15,Male,1st Year,2.9,0,99,ChatGPT+Gemini,Homework,1,33,93,3,8,3.7,-7.2,8.5,5.1,2.0,7,85.6
20,Female,3rd Year,5.6,1,15,ChatGPT,Exam Prep,6,96,7,1,10,3.2,-11.0,5.7,0.9,1.9,4,74.7
19,Male,10th,3.2,0,178,Gemini,Homework,6,3,84,4,4,8.0,30.1,5.8,5.7,0.1,2,51.8
16,Male,12th,4.3,1,117,ChatGPT,Notes,9,54,45,5,9,2.9,-2.8,4.5,4.4,4.3,2,76.0
22,Male,3rd Year,0.9,1,28,ChatGPT+Gemini,Homework,6,89,82,4,3,9.1,8.5,5.4,4.5,4.5,6,67.1
23,Male,11th,4.6,1,70,Gemini,Homework,2,65,42,7,8,9.4,1.5,8.2,3.3,1.0,9,67.6
19,Female,11th,2.4,1,168,ChatGPT,Notes,8,95,111,6,2,2.0,32.1,4.7,2.2,1.8,2,54.1
23,Male,1st Year,2.4,0,155,Copilot,Unknown,1,58,45,10,6,3.0,-11.4,5.9,1.5,3.1,5,67.1
23,Male,1st Year,1.2,0,76,ChatGPT+Gemini,Unknown,5,40,39,5,1,4.5,39.0,8.2,2.8,1.5,3,36.5
19,Male,3rd Year,1.3,1,148,Copilot,Exam Prep,10,65,93,3,4,8.8,-18.9,5.1,4.8,1.8,4,49.7
14,Female,2nd Year,1.5,1,131,Copilot,Doubt Solving,3,89,55,9,10,2.1,-8.0,4.8,1.9,2.3,2,76.6
17,Female,2nd Year,2.3,1,125,ChatGPT,Homework,6,46,26,3,9,4.1,8.4,4.0,5.3,1.8,6,65.5
23,Male,1st Year,5.4,0,98,Unknown,Exam Prep,5,26,19,3,7,7.3,-9.5,8.6,0.9,0.5,2,52.6
19,Male,2nd Year,2.5,1,115,Gemini,Notes,10,78,77,3,10,7.5,-5.1,8.3,0.3,3.6,3,67.6
19,Male,10th,4.5,1,14,Unknown,Unknown,4,20,56,8,10,4.2,39.2,4.9,3.0,0.8,9,77.4
24,Male,3rd Year,1.0,1,89,Claude,Exam Prep,3,90,11,2,4,9.7,16.7,7.9,5.6,4.3,6,61.4
18,Female,10th,3.8,1,173,Claude,Unknown,1,97,112,4,7,4.2,-17.3,8.9,5.0,1.6,10,79.1
14,Female,2nd Year,3.2,1,134,ChatGPT+Gemini,Homework,8,10,22,8,3,6.5,8.6,5.5,0.8,1.3,6,63.7
21,Male,1st Year,5.9,0,145,Copilot,Doubt Solving,5,86,11,1,4,6.5,14.9,7.3,0.8,3.6,1,34.8
18,Male,10th,5.2,0,88,ChatGPT+Gemini,Notes,8,21,116,3,1,8.2,-0.2,5.0,0.6,3.9,5,39.1
18,Male,11th,3.0,1,148,ChatGPT,Notes,9,22,107,4,1,4.2,33.3,6.9,4.7,1.6,7,61.7
20,Female,1st Year,4.8,1,115,Copilot,Homework,8,64,43,6,4,4.7,28.6,5.6,2.0,4.5,5,39.0
17,Male,3rd Year,1.6,0,135,Claude,Unknown,6,58,38,2,9,4.8,4.2,7.1,2.0,3.3,9,78.0
19,Other,12th,3.6,1,19,ChatGPT,Exam Prep,10,75,41,7,1,1.5,25.4,7.3,5.6,0.6,10,30.8
17,Female,12th,0.9,0,81,ChatGPT,Doubt Solving,8,88,93,3,2,7.6,11.7,7.6,3.8,0.7,9,56.0
16,Male,1st Year,2.4,1,116,Unknown,Notes,5,69,47,8,5,7.9,28.8,8.5,5.6,1.1,2,53.3
20,Female,2nd Year,1.7,0,66,ChatGPT+Gemini,Homework,9,97,90,2,7,8.4,9.3,4.5,1.4,3.9,8,54.9
21,Female,10th,4.5,1,61,ChatGPT+Gemini,Homework,6,27,87,9,2,7.4,-13.3,5.4,4.5,4.7,9,65.1
17,Female,10th,3.2,1,17,Unknown,Coding,2,24,66,4,7,6.3,-1.4,4.9,0.6,3.9,4,60.8
15,Male,1st Year,4.6,0,90,Gemini,Unknown,7,81,93,8,5,6.1,17.4,6.2,4.0,0.1,2,45.1
23,Male,11th,3.3,1,109,Claude,Coding,1,0,34,4,6,6.8,37.5,6.2,2.6,0.7,9,52.0
16,Female,3rd Year,1.0,0,55,Claude,Exam Prep,10,31,96,6,3,1.1,32.9,5.7,0.2,2.7,4,54.0
14,Female,2nd Year,4.5,1,84,ChatGPT+Gemini,Homework,1,28,36,8,10,5.0,30.4,8.9,0.5,2.9,2,78.4
21,Female,11th,5.1,1,149,Claude,Unknown,8,19,39,5,6,1.4,12.8,7.8,5.6,4.2,4,53.8
16,Female,1st Year,5.5,1,7,Claude,Exam Prep,5,45,112,6,2,5.4,-8.8,4.5,4.7,1.8,6,35.9
23,Female,1st Year,3.6,1,138,ChatGPT,Exam Prep,10,76,15,2,10,2.3,-18.9,6.0,4.8,4.3,5,65.0
20,Female,11th,4.6,1,106,Unknown,Doubt Solving,9,56,47,4,10,1.1,1.1,8.3,0.2,0.8,6,50.9
23,Male,12th,4.6,1,11,Unknown,Coding,6,11,17,5,5,7.6,26.1,4.8,4.5,1.0,10,67.1
18,Female,1st Year,1.4,0,175,Copilot,Exam Prep,1,71,17,1,5,7.3,-5.0,6.3,0.2,1.4,8,77.0
23,Female,3rd Year,1.4,0,102,Copilot,Doubt Solving,6,38,13,7,6,4.5,-2.5,7.9,1.7,1.2,9,52.3
18,Female,2nd Year,0.9,1,62,Gemini,Doubt Solving,1,7,95,6,3,1.6,-12.8,4.4,3.0,3.9,8,44.4
20,Female,11th,2.3,1,26,Copilot,Unknown,5,81,75,4,2,9.8,22.5,8.1,2.4,1.7,8,47.8
